,科目名,トピック分布
1997,Academic Communication（英）Ｂ,"[0.97743654, 0, 0, 0, 0, 0]"
1998,初等特別活動指導論２,"[0.1398455, 0, 0.25102478, 0.588062, 0, 0]"
1999,Academic Writing（英）Ａ,"[0.9809455, 0, 0, 0, 0, 0]"
2000,Academic Writing（英）Ａ,"[0, 0, 0.9845355, 0, 0, 0]"
2001,Academic Writing（英）Ａ,"[0, 0, 0.98453563, 0, 0, 0]"
2002,Academic Writing（英）Ａ,"[0, 0, 0.9845357, 0, 0, 0]"
2003,Academic Writing（英）Ａ,"[0, 0, 0.9845355, 0, 0, 0]"
2004,English for Professional Purposes A,"[0.16913554, 0, 0.38624108, 0.43664074, 0, 0]"
2005,ソルフェージュ１,"[0.9398893, 0.0120539395, 0.011979887, 0.012040585, 0.012049846, 0.0119864]"
2006,空間造形論１,"[0, 0, 0.14738771, 0.82863164, 0, 0]"
2007,邦楽器演奏法,"[0, 0, 0, 0, 0.7594848, 0.21647187]"
2008,地球環境学１,"[0, 0.117967844, 0, 0, 0.4492631, 0.4174937]"
2009,初等音楽科教育論１,"[0.013128772, 0.012918758, 0.012864318, 0.012947584, 0.93526536, 0.01287523]"
2010,Academic Writing（英）Ｂ,"[0.98253465, 0, 0, 0, 0, 0]"
2011,Academic Writing（英）Ｂ,"[0, 0, 0.98453575, 0, 0, 0]"
2012,Academic Writing（英）Ｂ,"[0, 0, 0.9845356, 0, 0, 0]"
2013,Academic Writing（英）Ｂ,"[0, 0, 0.9845357, 0, 0, 0]"
2014,Academic Writing（英）Ｂ,"[0, 0, 0.98453575, 0, 0, 0]"
2015,English for Professional Purposes B,"[0.16914336, 0, 0.3862637, 0.43661028, 0, 0]"
2016,ソルフェージュ２,"[0.35490444, 0.60553664, 0, 0, 0, 0]"
2017,空間造形論２,"[0, 0, 0.14733091, 0.82868844, 0, 0]"
2018,邦楽歌唱法,"[0.059703972, 0.3221889, 0, 0.11331792, 0.49636596, 0]"
2019,地球環境学２,"[0, 0.10138793, 0, 0, 0.37507352, 0.5087156]"
2020,初等音楽科教育論２,"[0.015227499, 0.0153005645, 0.015205599, 0.015333505, 0.9237098, 0.015223042]"
2021,乳幼児と表現（音楽）,"[0, 0.27779907, 0, 0, 0.70112765, 0]"
2022,English Presentation Skills A,"[0, 0, 0, 0, 0.97905433, 0]"
2023,ＥＳＤ演習I１（国際人間科学）,"[0.033342082, 0.83264625, 0.033542123, 0.03334347, 0.03334022, 0.03378583]"
2024,English Presentation Skills B,"[0, 0, 0, 0, 0.9790556, 0]"
2025,ＥＳＤ演習I２（国際人間科学）,"[0.033342082, 0.8326486, 0.03354211, 0.033343468, 0.033340216, 0.03378353]"
2026,ＥＳＤ演習II１（国際人間科学）,"[0.027787313, 0.37917277, 0.027923614, 0.027789798, 0.027784327, 0.50954217]"
2027,ＥＳＤ演習II２（国際人間科学）,"[0.027787315, 0.37901288, 0.027923644, 0.0277898, 0.027784329, 0.509702]"
2028,子ども教育学演習３,"[0, 0, 0, 0.39619514, 0, 0.564185]"
2029,保育内容研究（音楽表現）２,"[0.91605175, 0.016810955, 0.016723448, 0.016842313, 0.016842084, 0.016729446]"
2030,子ども教育学演習１,"[0, 0, 0, 0.39621973, 0, 0.5641621]"
2031,心理学研究実践Ａ２,"[0.021020712, 0.8951301, 0.020905767, 0.021076284, 0.02095793, 0.0209092]"
2032,子ども教育学演習２,"[0, 0, 0, 0.39625186, 0, 0.5641311]"
2033,心理学研究実践Ｂ１,"[0.021020703, 0.89513224, 0.020905763, 0.021074198, 0.020957924, 0.020909198]"
2034,心理学研究実践Ｂ２,"[0.021020733, 0.8951257, 0.02090577, 0.021080649, 0.020957941, 0.020909205]"
2035,子ども教育学演習４,"[0, 0, 0, 0.39624435, 0, 0.5641385]"
2036,数学科教育論Ａ１,"[0, 0, 0, 0, 0.97730297, 0]"
2037,グローバル社会動態基礎演習Ｃ,"[0, 0, 0, 0.9506982, 0, 0]"
2038,健康運動科学１,"[0, 0.98003554, 0, 0, 0, 0]"
2039,初等算数科教育論１,"[0, 0, 0, 0, 0.97000957, 0]"
2040,数学科教育論Ａ２,"[0.19892778, 0, 0, 0, 0.7819165, 0]"
2041,グローバル社会動態基礎演習Ｄ,"[0, 0, 0, 0.95069945, 0, 0]"
2042,健康運動科学２,"[0, 0.9800376, 0, 0, 0, 0]"
2043,環境社会学,"[0, 0, 0.97662556, 0, 0, 0]"
2044,環境モデル解析Ｂ,"[0, 0, 0.9599614, 0, 0, 0]"
2045,初等算数科教育論２,"[0.014070099, 0.014003386, 0.013928219, 0.9300419, 0.01400407, 0.013952349]"
2046,深層心理学１,"[0, 0, 0, 0, 0.9559287, 0]"
2047,環境基礎物理学Ｂ,"[0, 0.9664788, 0, 0, 0, 0]"
2048,環境資源植物科学,"[0.7352082, 0, 0, 0.25044012, 0, 0]"
2049,環境高分子化学,"[0, 0.95807964, 0, 0, 0, 0]"
2050,深層心理学２,"[0, 0, 0, 0, 0.9581306, 0]"
2051,博物館概論１,"[0, 0, 0, 0, 0, 0.9773911]"
2052,グローバル文化形成発展演習Ｃ,"[0, 0, 0, 0, 0.18567504, 0.78843826]"
2053,臨床投影法１,"[0.0111316275, 0.011149677, 0.011141723, 0.9442728, 0.011171815, 0.0111323735]"
2054,臨床投影法１（心理的アセスメント１）,"[0.011131626, 0.011149629, 0.011141719, 0.9442758, 0.011168845, 0.011132372]"
2055,分子生物学,"[0.7307576, 0.15148312, 0, 0, 0.102516346, 0]"
2056,教育行政学（幼・小）１,"[0.015224756, 0.015213735, 0.0151934, 0.015229676, 0.015204083, 0.92393434]"
2057,障害共生教育論１,"[0.95586157, 0, 0, 0, 0, 0]"
2058,障害児保育演習１,"[0.016719913, 0.01691783, 0.016679723, 0.016715782, 0.9162369, 0.016729878]"
2059,グローバル文化特別演習Ｃ,"[0, 0.950504, 0, 0, 0, 0]"
2060,グローバル文化特別演習Ｃ,"[0.01855515, 0.9072132, 0.01855684, 0.018567864, 0.018565783, 0.018541105]"
2061,グローバル文化特別演習Ｃ,"[0, 0.29314077, 0.53801996, 0.1448023, 0, 0]"
2062,博物館概論２,"[0, 0, 0, 0, 0, 0.9773911]"
2063,グローバル文化形成発展演習Ｄ,"[0, 0.10487675, 0, 0.09747835, 0.78327876, 0]"
2064,臨床投影法２,"[0.011131624, 0.011149643, 0.0111417165, 0.94427556, 0.011169107, 0.011132372]"
2065,臨床投影法２（心理的アセスメント２）,"[0.011131626, 0.011149652, 0.011141719, 0.944276, 0.011168652, 0.011132372]"
2066,環境物理学Ａ,"[0, 0.9579702, 0, 0, 0, 0]"
2067,環境形成科学演習２,"[0.016697638, 0.016744517, 0.016696302, 0.9163891, 0.016773436, 0.016698971]"
2068,教育行政学（幼・小）２,"[0.54514974, 0.21706378, 0.012848233, 0.19906807, 0.012952205, 0.012917988]"
2069,障害共生教育論２,"[0.95586354, 0, 0, 0, 0, 0]"
2070,英語科実践研究２,"[0.7204433, 0, 0, 0.25266144, 0, 0]"
2071,障害児保育演習２,"[0.016758403, 0.67165434, 0.016679104, 0.0167253, 0.2614095, 0.016773319]"
2072,グローバル文化特別演習Ｄ,"[0.012018438, 0.94005483, 0.0119981365, 0.011992109, 0.01197096, 0.011965512]"
2073,グローバル文化特別演習Ｄ,"[0.018555146, 0.90721333, 0.018556848, 0.018567827, 0.018565759, 0.018541103]"
2074,グローバル文化特別演習Ｄ,"[0, 0.29556754, 0.5392364, 0.14115882, 0, 0]"
2075,数学科教育論Ｄ１,"[0.69066584, 0, 0, 0, 0.28619486, 0]"
2076,現代ＩＴ入門Ａ,"[0, 0, 0, 0, 0.97384065, 0]"
2077,英米テクスト文化論Ａ,"[0, 0, 0, 0, 0.96782017, 0]"
2078,比較政策論Ａ,"[0, 0, 0.9910794, 0, 0, 0]"
2079,音楽文化史１,"[0.046443153, 0, 0.92776865, 0, 0, 0]"
2080,臨床心理学演習１,"[0.011127726, 0.0111737205, 0.01113311, 0.011219036, 0.9442017, 0.01114467]"
2081,臨床心理学演習１（心理演習１）,"[0.011127724, 0.011173712, 0.011133107, 0.0112143075, 0.9442065, 0.011144666]"
2082,初等国語科教育論１,"[0.012943669, 0.012876167, 0.012847498, 0.9355783, 0.012890865, 0.0128634935]"
2083,グローバル文化特別演習Ａ,"[0.14832969, 0, 0.82249135, 0, 0, 0]"
2084,グローバル文化特別演習Ａ,"[0.013977154, 0.92978746, 0.014031746, 0.014214303, 0.014032516, 0.013956812]"
2085,数学科教育論Ｄ２,"[0.1944643, 0, 0, 0, 0.77977234, 0]"
2086,現代ＩＴ入門Ｂ,"[0, 0, 0, 0, 0.97384, 0]"
2087,英米テクスト文化論Ｂ,"[0, 0, 0, 0, 0.96903425, 0]"
2088,比較政策論Ｂ,"[0, 0, 0.9910794, 0, 0, 0]"
2089,音楽文化史２,"[0, 0, 0.96193856, 0, 0, 0]"
2090,臨床心理学演習２,"[0.011127723, 0.0111737065, 0.011133107, 0.011210836, 0.94421, 0.011144665]"
2091,臨床心理学演習２（心理演習２）,"[0.011127724, 0.011173712, 0.011133108, 0.011213315, 0.94420743, 0.011144667]"
2092,初等国語科教育論２,"[0.012943978, 0.012876167, 0.012847498, 0.935578, 0.012890864, 0.0128634935]"
2093,教育・保育実践演習（家庭保育）,"[0, 0, 0, 0, 0, 0.9710734]"
2094,グローバル文化特別演習Ｂ,"[0.14831747, 0, 0.8225052, 0, 0, 0]"
2095,グローバル文化特別演習Ｂ,"[0.01397715, 0.92979306, 0.01403174, 0.014208681, 0.014032514, 0.013956811]"
2096,国際コミュニケーション演習Ａ,"[0, 0, 0.2546817, 0, 0.7371699, 0]"
2097,Cultures and Societies in Japan A,"[0.016669309, 0.016703578, 0.91651195, 0.01677118, 0.016673818, 0.016670207]"
2098,博物館資料論１,"[0, 0, 0, 0, 0, 0.9635725]"
2099,グローバル・ヒストリーＡ,"[0.118380524, 0, 0.7750399, 0, 0.09830549, 0]"
2100,近現代アート論Ａ,"[0, 0, 0.10976936, 0, 0, 0.85091674]"
2101,グローバル社会動態発展演習Ｃ,"[0, 0, 0, 0.99271446, 0, 0]"
2102,環境保健学１,"[0, 0, 0, 0, 0.9650016, 0]"
2103,中等学校教育相談１,"[0, 0, 0, 0, 0, 0.9852996]"
2104,心理テスト法１,"[0, 0, 0, 0.95355177, 0, 0]"
2105,映像・メディア論演習１,"[0.02780065, 0.027787948, 0.027925272, 0.027855087, 0.027867908, 0.86076313]"
2106,環境地球科学Ａ,"[0.012871732, 0.9354982, 0.012896702, 0.012893899, 0.012927545, 0.012911965]"
2107,計算機科学入門,"[0, 0, 0, 0.965112, 0, 0]"
2108,生活空間計画論,"[0.015205179, 0.015191446, 0.015247673, 0.9238763, 0.015210843, 0.01526862]"
2109,初等学校教育相談１,"[0, 0, 0, 0.9688847, 0, 0]"
2110,発達障害心理学１,"[0.023884002, 0.023946485, 0.023916071, 0.023922345, 0.8804145, 0.023916608]"
2111,発達障害心理学１（障害者・障害児心理学１）,"[0.023883983, 0.023945067, 0.023915665, 0.02392133, 0.88041806, 0.02391587]"
2112,数理認識実践研究２,"[0.033429854, 0.8323158, 0.033411846, 0.033731308, 0.033519957, 0.033591196]"
2113,乳幼児心理学１,"[0, 0.9600412, 0, 0, 0, 0]"
2114,グローバル文化特別演習Ｃ,"[0.012937087, 0.012956631, 0.012899247, 0.01297021, 0.012862581, 0.93537426]"
2115,グローバル文化特別演習Ｃ,"[0.016694797, 0.91631335, 0.016692525, 0.016864335, 0.016704874, 0.016730139]"
2116,国際コミュニケーション演習Ｂ,"[0, 0, 0.25467756, 0, 0.73717403, 0]"
2117,Cultures and Societies in Japan B,"[0.016671631, 0.01674729, 0.7053216, 0.22791055, 0.01667623, 0.01667265]"
2118,博物館資料論２,"[0, 0, 0, 0, 0, 0.96357274]"
2119,グローバル・ヒストリーＢ,"[0, 0, 0.9766962, 0, 0, 0]"
2120,近現代アート論Ｂ,"[0, 0, 0.109848715, 0, 0, 0.85083735]"
2121,グローバル社会動態発展演習Ｄ,"[0, 0, 0, 0.9927076, 0, 0]"
2122,環境保健学２,"[0, 0, 0, 0, 0.9580146, 0]"
2123,中等学校教育相談２,"[0, 0, 0, 0, 0, 0.98529917]"
2124,心理テスト法２,"[0, 0, 0, 0.9535523, 0, 0]"
2125,映像・メディア論演習２,"[0.027800653, 0.027787948, 0.027928865, 0.027855119, 0.02786846, 0.86075896]"
2126,数理モデルプログラミング,"[0, 0, 0, 0.96507347, 0, 0]"
2127,外国史,"[0.011971237, 0.01192869, 0.012035886, 0.9400993, 0.011943389, 0.012021508]"
2128,初等学校教育相談２,"[0.97514457, 0, 0, 0, 0, 0]"
2129,発達障害心理学２,"[0.02390865, 0.023950536, 0.02390184, 0.023898149, 0.88042766, 0.02391313]"
2130,発達障害心理学２（障害者・障害児心理学２）,"[0.023909077, 0.023950946, 0.023901854, 0.02389813, 0.88042694, 0.023913044]"
2131,乳幼児心理学２,"[0, 0.9700151, 0, 0, 0, 0]"
2132,グローバル文化特別演習Ｄ,"[0, 0, 0, 0, 0, 0.95323944]"
2133,グローバル文化特別演習Ｄ,"[0.055821855, 0.7214716, 0.055793766, 0.05569481, 0.05557204, 0.055645894]"
2134,音楽科教育論Ｄ１,"[0.023867693, 0.023856256, 0.023844754, 0.023932667, 0.8806375, 0.023861105]"
2135,近現代経済思想論１,"[0, 0, 0, 0, 0, 0.9767906]"
2136,コミュニケーション表現論１,"[0.36243832, 0, 0, 0, 0, 0.6126728]"
2137,グローバル社会動態発展演習Ａ,"[0, 0, 0, 0.9773286, 0, 0]"
2138,コミュニティとメディア１,"[0.016753796, 0.016800573, 0.016759949, 0.016809592, 0.9160153, 0.016860798]"
2139,臨床心理学１,"[0, 0, 0, 0.96191204, 0, 0]"
2140,臨床心理学１（臨床心理学概論１）,"[0, 0, 0, 0.96191216, 0, 0]"
2141,数理科学入門（幾何系）,"[0, 0, 0, 0.96781826, 0, 0]"
2142,環境基礎科学実験Ｃ１（主に化学）,"[0.015187793, 0.9239083, 0.015190757, 0.015289986, 0.015210626, 0.015212573]"
2143,環境応用科学実験Ｄ１（環境物理）,"[0, 0, 0, 0.980494, 0, 0]"
2144,住環境論,"[0.010439836, 0.010423489, 0.94771385, 0.010518179, 0.010449429, 0.010455184]"
2145,発達障害と共生社会１,"[0.024050722, 0.023903118, 0.023924053, 0.8798877, 0.024191367, 0.024043024]"
2146,乳児心理学演習,"[0.015196245, 0.015429416, 0.9235092, 0.015266535, 0.015340427, 0.015258246]"
2147,グローバル文化特別演習Ａ,"[0, 0, 0, 0.96011126, 0, 0]"
2148,グローバル文化特別演習Ａ,"[0.018555148, 0.9072132, 0.018556856, 0.018567862, 0.018565793, 0.018541103]"
2149,グローバル文化特別演習Ａ,"[0.16666667, 0.16666667, 0.16666667, 0.16666667, 0.16666667, 0.16666667]"
2150,グローバル文化特別演習Ａ,"[0, 0.985796, 0, 0, 0, 0]"
2151,コミュニティとメディア１（高度教養科目）,"[0.016753795, 0.016800573, 0.016759949, 0.016809592, 0.9160156, 0.016860532]"
2152,グローバル共生社会論,"[0, 0, 0.70295656, 0, 0, 0.28964198]"
2153,音楽科教育論Ｄ２,"[0.023926908, 0.023877451, 0.023878561, 0.023939053, 0.8804556, 0.023922386]"
2154,近現代経済思想論２,"[0, 0, 0, 0, 0, 0.9767919]"
2155,コミュニケーション表現論２,"[0.3624175, 0, 0, 0, 0, 0.61269367]"
2156,グローバル社会動態発展演習Ｂ,"[0, 0, 0, 0.9773296, 0, 0]"
2157,コミュニティとメディア２,"[0.0335541, 0.03349522, 0.033521097, 0.033637114, 0.8322199, 0.03357255]"
2158,臨床心理学２,"[0, 0, 0, 0.96191794, 0, 0]"
2159,臨床心理学２（臨床心理学概論２）,"[0, 0, 0, 0.9619107, 0, 0]"
2160,数理科学入門（解析系）,"[0.013893567, 0.013911961, 0.930409, 0.013922534, 0.013959528, 0.013903427]"
2161,環境基礎科学実験Ｃ２（主に化学）,"[0.0151877925, 0.9239084, 0.015190755, 0.015289854, 0.015210625, 0.015212571]"
2162,環境応用科学実験Ｄ２（環境物理）,"[0, 0, 0, 0.9804919, 0, 0]"
2163,発達障害と共生社会２,"[0.023914747, 0.02401296, 0.02393863, 0.88030964, 0.023880038, 0.02394395]"
2164,教育・保育実践演習（児童文学）,"[0.033446096, 0.033441637, 0.033631083, 0.033624686, 0.03352556, 0.83233094]"
2165,グローバル文化特別演習Ｂ,"[0, 0, 0, 0.96006215, 0, 0]"
2166,グローバル文化特別演習Ｂ,"[0.018555157, 0.90721333, 0.018556861, 0.018567773, 0.018565776, 0.018541103]"
2167,グローバル文化特別演習Ｂ,"[0.16666667, 0.16666667, 0.16666667, 0.16666667, 0.16666667, 0.16666667]"
2168,グローバル文化特別演習Ｂ,"[0, 0.9857964, 0, 0, 0, 0]"
2169,コミュニティとメディア２（高度教養科目）,"[0.033554237, 0.033495292, 0.033521183, 0.03364884, 0.8322067, 0.03357369]"
2170,国際コミュニケーション演習Ａ,"[0, 0, 0.2546746, 0, 0.737177, 0]"
2171,国際コミュニケーション演習Ａ,"[0.013997205, 0.013898165, 0.013978657, 0.013897158, 0.013974489, 0.93025434]"
2172,博物館展示論１,"[0.9506571, 0, 0, 0, 0, 0]"
2173,環大西洋文化論Ａ,"[0.97674346, 0, 0, 0, 0, 0]"
2174,日本歴史文化論Ａ,"[0.2009831, 0, 0, 0, 0.27595592, 0.5073409]"
2175,北アジア歴史社会論Ａ,"[0.94024104, 0.011956797, 0.011953832, 0.011949587, 0.011932419, 0.01196636]"
2176,比較政治社会論Ａ,"[0, 0, 0.7977368, 0.18458493, 0, 0]"
2177,加齢の身体運動科学１,"[0, 0, 0, 0.97607416, 0, 0]"
2178,コミュニティと都市１,"[0, 0, 0, 0.1526846, 0, 0.8380675]"
2179,社会教育課題研究（リスクコミュニケーション論）１,"[0.016714687, 0.016703341, 0.01676091, 0.01674252, 0.9163655, 0.016713042]"
2180,家族の発達と病理１,"[0.016690087, 0.9163895, 0.016698016, 0.016739639, 0.016783232, 0.016699573]"
2181,家族の発達と病理１（社会・集団・家族心理学１）,"[0.016690087, 0.9163913, 0.016698014, 0.016739625, 0.016781364, 0.016699571]"
2182,民族音楽演奏演習１,"[0.020856394, 0.020859785, 0.0208567, 0.020892188, 0.020926293, 0.8956086]"
2183,複雑系の幾何学,"[0, 0.5687033, 0, 0.39195162, 0, 0]"
2184,環境形成科学演習１,"[0.027863014, 0.028165003, 0.027871799, 0.027939677, 0.027915739, 0.8602448]"
2185,比較教育システム論１,"[0.02088936, 0.8955161, 0.020902682, 0.02089988, 0.02086529, 0.020926718]"
2186,グローバル文化特別演習Ｃ,"[0, 0, 0, 0.96358347, 0, 0]"
2187,ソーシャルエンパワメント論,"[0, 0, 0, 0.9710265, 0, 0]"
2188,国際コミュニケーション演習Ｂ,"[0, 0, 0.25467667, 0, 0.737175, 0]"
2189,国際コミュニケーション演習Ｂ,"[0.013999347, 0.013898165, 0.013977833, 0.013897158, 0.013974512, 0.930253]"
2190,博物館展示論２,"[0.95065296, 0, 0, 0, 0, 0]"
2191,環大西洋文化論Ｂ,"[0.9767448, 0, 0, 0, 0, 0]"
2192,日本歴史文化論Ｂ,"[0.2009906, 0, 0, 0, 0.27595127, 0.5073381]"
2193,北アジア歴史社会論Ｂ,"[0.89558774, 0.020849748, 0.02093129, 0.020880936, 0.020858781, 0.020891456]"
2194,比較政治社会論Ｂ,"[0, 0, 0.9835477, 0, 0, 0]"
2195,加齢の身体運動科学２,"[0, 0, 0, 0.9760745, 0, 0]"
2196,コミュニティと都市２,"[0, 0, 0, 0.15268376, 0, 0.83806837]"
2197,社会教育課題研究（リスクコミュニケーション論）２,"[0.016714673, 0.016703336, 0.016755264, 0.016742993, 0.9163707, 0.016713032]"
2198,家族の発達と病理２,"[0.015171844, 0.9241592, 0.015161361, 0.015167499, 0.015176379, 0.015163687]"
2199,家族の発達と病理２（社会・集団・家族心理学２）,"[0.015171835, 0.92415947, 0.015161363, 0.015167491, 0.015176164, 0.01516368]"
2200,民族音楽演奏演習２,"[0.020856395, 0.020859785, 0.020856703, 0.020892171, 0.0209258, 0.89560914]"
2201,実験計画法,"[0, 0, 0, 0.9790331, 0, 0]"
2202,環境形成科学演習２,"[0.027847884, 0.028161949, 0.0278657, 0.027921675, 0.027919829, 0.86028296]"
2203,比較教育システム論２,"[0.02088937, 0.89551604, 0.020902753, 0.020899918, 0.020865291, 0.020926625]"
2204,グローバル文化特別演習Ｄ,"[0, 0.06855232, 0, 0.90231603, 0, 0]"
2205,ＴＯＥＦＬ演習Ａ,"[0.2286227, 0, 0, 0, 0.7571635, 0]"
2206,非言語コミュニケーション論１,"[0, 0.07194807, 0.9143256, 0, 0, 0]"
2207,日本思想文化論Ａ,"[0, 0.6468878, 0.32824296, 0, 0, 0]"
2208,エスノミュージコロジー１,"[0, 0, 0, 0, 0.97604537, 0]"
2209,心の発達と教育１,"[0.01391006, 0.93032134, 0.013904047, 0.013960202, 0.013962275, 0.0139420815]"
2210,心の発達と教育１（学習・言語心理学１）,"[0.013910053, 0.93032676, 0.013904042, 0.013958962, 0.013958605, 0.013941589]"
2211,心理学統計法Ｂ１,"[0.011965811, 0.012055508, 0.63713413, 0.01203229, 0.31482753, 0.011984727]"
2212,都市と建築の20世紀１,"[0.027829872, 0.02782944, 0.027853915, 0.8607443, 0.02780947, 0.027933018]"
2213,数理科学入門（代数系）,"[0, 0, 0, 0.9619526, 0, 0]"
2214,人文地理学,"[0.02798015, 0.46968454, 0.41830072, 0.02796903, 0.028018763, 0.028046781]"
2215,環境形成科学演習３,"[0.027941545, 0.028130652, 0.027864266, 0.027896615, 0.0279148, 0.86025214]"
2216,幼児心理学演習１,"[0, 0.9534599, 0, 0, 0, 0]"
2217,グローバル文化特別演習Ａ,"[0.055821817, 0.72147334, 0.055792134, 0.05569478, 0.05557204, 0.05564588]"
2218,グローバル文化特別演習Ａ,"[0.02834764, 0.028308503, 0.027928928, 0.028036788, 0.027850427, 0.8595277]"
2219,グローバル文化特別演習Ａ,"[0.018561352, 0.018606642, 0.018648604, 0.9069527, 0.018620133, 0.018610531]"
2220,グローバル文化特別演習Ａ,"[0.028347543, 0.028289927, 0.0279289, 0.028036723, 0.027850412, 0.85954654]"
2221,グローバル文化特別演習Ａ,"[0.055821918, 0.7214708, 0.055794477, 0.055694845, 0.055572044, 0.0556459]"
2222,グローバル文化特別演習Ａ,"[0.028347468, 0.028293608, 0.027928906, 0.028036738, 0.027850416, 0.85954285]"
